msg_id,file,dt_utc,reply_to,tags,raw_text
950,messages.html,2023-03-08T16:47:41+00:00,949,,"Analyse H1 :  ⏎ - Tendance haussière, je vise donc un repli au sein de cette tendance  ⏎  ⏎ Analyse M5 :  ⏎ - Initiation d’une tendance baissière selon la théorie de Dow  ⏎ - Cassure du dernier plus bas confirmant cette tendance baissière court terme  ⏎ - Retour sur le plus haut de cette tendance baissière en cours  ⏎ - Zone de liquidités à aller chercher à la baisse"
951,messages.html,2023-03-09T08:58:02+00:00,,recap,"🎯Résumé des trades d’hier :  ⏎ ✅CHF/JPY : TP1 touché, 50% de la position sortie. Sorti Break even  ⏎ ✅ETH/USDT : TP1 touché, 50% de la position sortie. Passé Break even, trade en cours  ⏎ ❌EUR/AUD : SL"
953,messages.html,2023-03-09T14:10:59+00:00,952,,Analyse H4 :  ⏎ - Retour dans une zone de liquidité intéressante (bougie impulsive baissière du 20 décembre)  ⏎ - Cassure de trendline RSI validée  ⏎  ⏎ Analyse H1 :  ⏎ - Formation d’un biseau ascendant en cours de validation  ⏎ - Impulsion d’une tendance baissière avec création de plus bas et de plus haut de plus en plus bas  ⏎  ⏎ Analyse M30 :  ⏎ - Le biseau ascendant est validée dans cette unité de temps ⏎  ⏎ Analys
955,messages.html,2023-03-09T15:24:34+00:00,954,,🎯Ratio : 4/1  ⏎  ⏎ 📊Type de trade : Scalping
956,messages.html,2023-03-09T15:26:46+00:00,954,,Analyse M15 :  ⏎ - Moyenne mobile 50 en résistance  ⏎  ⏎ Analyse M5 : ⏎ - Épaule-tête-épaule validée  ⏎ - Moyenne mobile 50 parfaitement orientée  ⏎  ⏎ Analyse M1 :  ⏎ - Formation d’une structure baissière de qualité  ⏎ - Retour sur le dernier plus haut de la tendance baissière en cours
957,messages.html,2023-03-09T18:48:58+00:00,954,tp1|breakeven|closed,✅TP1 avait été touché avec 50% de la position sortie  ⏎  ⏎ 👉🏼Repris Break even
958,messages.html,2023-03-09T21:26:17+00:00,947,,✅TP2 validé sur ETH/USDT 🔥
962,messages.html,2023-03-10T15:06:55+00:00,961,,"🎯Ratio : 3,5/1  ⏎  ⏎ 📊Type de trade : Scalping/Intraday"
965,messages.html,2023-03-13T12:49:51+00:00,964,,Analyse H4 :  ⏎ - Tendance baissière selon la théorie de Dow  ⏎ - Trendline supérieure du canal baissier en résistance  ⏎ - Moyenne mobile 50 orientée à la baisse  ⏎  ⏎ Analyse M30 :  ⏎ - Retour sur le haut de la bougie baissière impulsive du 7 mars (= zone de résistance)  ⏎  ⏎ Analyse M1 :  ⏎ - Épaule-tête-épaule validée permettant une entrée en position  ⏎ - Moyenne mobile 50 parfaitement orientée
967,messages.html,2023-03-13T13:21:19+00:00,966,,"Analyse H1 :  ⏎ - Cassure des précédents plus bas  ⏎ - Retour sur le dernier plus haut de la tendance baissière en cours  ⏎ - Niveau 0,618 du retracement de Fibonacci de la dernière vague de baisse  ⏎  ⏎ Analyse M5 :  ⏎ - Épaule-tête-épaule validée  ⏎ - Cassure de trendline RSI"
968,messages.html,2023-03-13T17:10:45+00:00,964,sl_hit,❌Le SL a été touché sur AUD/CAD
969,messages.html,2023-03-13T17:11:02+00:00,966,tp2,✅TP2 touché sur USD/CAD 🔥
973,messages.html,2023-03-14T13:17:53+00:00,972,,Analyse H4 :  ⏎ - Divergence RSI validée  ⏎ - Création d’une trendline importante sur le RSI qui pourrait provoquer une chute importante en cas de cassure  ⏎  ⏎ Analyse M30 :  ⏎ - Épaule-tête-épaule validée  ⏎ - Retour sur le dernier plus haut de la potentielle tendance baissière à venir  ⏎ - Cassure de trendline
976,messages.html,2023-03-15T11:22:57+00:00,972,breakeven|closed,"✅TP1 sur EUR/AUD, je sors 50% de la position et place mon SL au point d’entrée"
978,messages.html,2023-03-15T11:53:06+00:00,977,,Analyse M30 :  ⏎ - Cassure de la ligne de cou d’une épaule-tête-épaule  ⏎  ⏎ Analyse M5 :  ⏎ - Cassure d’une trendline haussière ⏎ - Création d’une tendance baissière selon la théorie de Do  ⏎ - Retour sur le dernier plus haut de la tendance en cours  ⏎ - Zone de liquidités à aller chercher à la baisse
979,messages.html,2023-03-15T11:59:17+00:00,977,,✔️Je conserve le trade
980,messages.html,2023-03-15T12:30:56+00:00,977,,❌SL
982,messages.html,2023-03-15T12:57:33+00:00,981,,Analyse H4 :  ⏎ - Zone de résistance   ⏎  ⏎ Analyse H2 :  ⏎ - Divergence RSI validée  ⏎  ⏎ Analyse M30 :  ⏎ - Épaule-tête-épaule validée  ⏎ - Trendline baissière en résistance sur le RSI  ⏎ - Création de nouveau plus bas pouvant impulser la tendance baissière  ⏎ - Baisse des volumes
984,messages.html,2023-03-15T16:25:36+00:00,981,tp1,✅TP1 touché sur GBP/CAD 🔥
985,messages.html,2023-03-15T16:25:57+00:00,983,tp1,✅TP1 touché sur BTC/USDT 🔥
987,messages.html,2023-03-15T17:09:41+00:00,986,,Analyse journalière :  ⏎ - Double top validé  ⏎ - Retour au niveau de la bougie rouge pleine du 3 février (=présence de liquidités)  ⏎  ⏎ Analyse H4 :  ⏎ - Retour sur un plus haut pouvant déclencher une nouvelle vague baissière  ⏎  ⏎ Analyse H1 :  ⏎ - Cassure de trendline  ⏎ - Baisse décroissante des volumes  ⏎ - Cassure de trendline RSI  ⏎ - Formation d’une structure baissière avec présence de plus bas de plus en plus
988,messages.html,2023-03-16T13:29:43+00:00,986,tp1,"🎯La paire NZD/CAD bien orientée pour le moment. Le TP1 a été touché, j’ai donc sorti 20% de la position. ✅"
989,messages.html,2023-03-16T17:07:39+00:00,983,breakeven,✅Sorti Break Even sur le BTC après avoir encaissé 50% de la position au TP2
991,messages.html,2023-03-17T14:51:34+00:00,990,,Analyse H4 :  ⏎ - Tendance baissière en cours  ⏎ - Retour sur le dernier plus haut de la tendance baissière  ⏎  ⏎ Analyse M30 :  ⏎ - Création de liquidités avec phase de latéralisation pouvant permettre un futur mouvement important  ⏎ - Baisse des volumes  ⏎  ⏎ Analyse M5 :  ⏎ - Cassure de dernier plus bas de la tendance haussière court terme pouvant impulser la nouvelle vague baissière
993,messages.html,2023-03-20T12:44:01+00:00,992,,Analyse H4 :  ⏎ - Zone de support  ⏎ - Divergence RSI intéressante ⏎ - Trendline RSI en support   ⏎  ⏎ Analyse H1 :  ⏎ - Validation d’un biseau descendant  ⏎ - Cassure du dernier plus haut de la tendance baissière pouvant impulser un rebond haussier  ⏎ - Validation en cours d’un double bottom
994,messages.html,2023-03-20T15:21:51+00:00,975,tp3,✅TP3 touché sur GBP/CHF 🔥
996,messages.html,2023-03-21T12:34:32+00:00,992,breakeven|closed,✅TP1 sur AUD/NZD 🔥 ⏎  ⏎ Je sors 50% de ma position et place mon SL au point d’entrée
998,messages.html,2023-03-21T13:12:54+00:00,997,,Analyse journalière  ⏎ - Cassure en cours d’une zone de résistance  ⏎ - Hausse des volumes  ⏎  ⏎ Analyse H4 :  ⏎ - Moyenne mobile 50 orientée à la hausse  ⏎ - Tendance haussière selon la théorie de Dow  ⏎  ⏎ Analyse M30 :  ⏎ - Retour sur le précédent plus bas de la tendance haussière en cours avec réaction importante à la hausse  ⏎ - Prise de liquidité sous une trendline  ⏎ - Cassure de la trendline partant des plus ha
1000,messages.html,2023-03-22T10:52:51+00:00,997,,❌SL sur BNB/USDT
1002,messages.html,2023-03-22T13:21:01+00:00,1001,,"Analyse journalière :  ⏎ - Zone de support importante  ⏎ - Trendline RSI en support  ⏎ - Hausse des volumes  ⏎ - Cassure du dernier plus haut de la tendance baissière  ⏎  ⏎ Analyse H1  ⏎ - Réaction importante sur la zone de support journalière  ⏎ - Repli suite à ce rebond haussier sur la zone 0,5 du retracement de Fibonacci de la vague de hausse (correspond également à une zone support)  ⏎  ⏎ Analyse M30 :  ⏎ - Diverge"
1005,messages.html,2023-03-23T09:42:06+00:00,1004,,"🎯Ratio gain/perte : 6,5/1  ⏎  ⏎ 📊Type de trade : Intraday  ⏎  ⏎  ⏎ Analyse H4 :  ⏎ - Zone de résistance  ⏎ - Bougie avec mèche de rejet importante  ⏎  ⏎ Analyse H1 :  ⏎ - Cassure de trendline partant des plus bas  ⏎ - Cassure du dernier plus bas de la tendance haussière en cours  ⏎  ⏎ Analyse M15 :  ⏎ - Retour dans une zone de liquidité importante (bougie rouge pleine agressive)  ⏎  ⏎ Analyse M1 :  ⏎ - Épaule-tête-épaule validée  ⏎ "
1008,messages.html,2023-03-23T13:43:58+00:00,1007,,Analyse H4 :  ⏎ - Zone de résistance  ⏎  ⏎ Analyse M30 :  ⏎ - Cassure de trendline RSI  ⏎  ⏎ Analyse M5 :  ⏎ - Cassure de trendline partant des plus bas  ⏎ - Création de nouveau plus bas
1009,messages.html,2023-03-23T15:34:49+00:00,1006,,SL sur le Gold
1010,messages.html,2023-03-23T15:35:00+00:00,1007,tp1,✅TP1 touché  ⏎  ⏎ 50% du trade encaissé puis sorti BE
1012,messages.html,2023-03-23T15:45:11+00:00,1011,,"🎯Ratio gain/perte : 4,5/1  ⏎  ⏎ 📊Type de trade : Intraday"
1013,messages.html,2023-03-23T18:29:33+00:00,1011,,✅TP3 🔥🔥
1015,messages.html,2023-03-24T14:15:54+00:00,1014,,Analyse M5 :  ⏎ - Tendance baissière  ⏎ - Retour sur le dernier plus haut de la tendance baissière  ⏎ - Plusieurs bougies avec mèches intéressantes  ⏎ - Cassure de trendline  ⏎  ⏎ + ensemble de l’analyse d’hier sur les unités de temps supérieures (contexte baissier)
1017,messages.html,2023-03-24T15:01:02+00:00,1016,,Analyse H4 :  ⏎ - Tendance haussière (=trade contre tendance) ⏎  ⏎ Analyse M15 :  ⏎ - Création d’une structure baissière avec présence de plus bas et de plus haut de plus en plus bas  ⏎ - Retour sur le dernier plus haut de la tendance baissière en cours  ⏎ - Cassure d’une trendline sur le RSI  ⏎  ⏎ Analyse M5 :  ⏎ - Cassure du précédent plus bas de la tendance haussière court terme pouvant impulser une nouvelle vag
1018,messages.html,2023-03-24T15:19:33+00:00,1014,breakeven,✅TP1 validée 🔥 ⏎  ⏎ J’encaisse 50% du trade et place mon SL au point d’entrée
1020,messages.html,2023-03-27T12:45:23+00:00,1019,,Analyse H4 :  ⏎ - Tendance baissière en cours  ⏎ - Validation précédemment d’un triangle descendant pour confirmer cette tendance  ⏎ - Moyenne mobile exponentielle orientée parfaitement à la baisse  ⏎ - Retour sur le dernier plus haut de la tendance baissière en cours  ⏎ - Cassure de trendline  ⏎ - Cassure de support sur le RSI  ⏎  ⏎ 👉🏼Je reprendrais une position vendeuse en cas de pullback sur la trendline
1022,messages.html,2023-03-27T16:03:18+00:00,1021,tp2,🔥TP2 validé sur le Nasdaq ✅🥳
1025,messages.html,2023-03-28T14:46:47+00:00,1024,,Analyse H4 :  ⏎ - Double top sur les plus hauts pour retourner la tendance  ⏎ - Cassure de trendline  ⏎ - Création de nouveau plus bas  ⏎ - Retour sur le dernier plus haut de la tendance baissière en cours  ⏎ - Moyenne mobile exponentielle 200 bien orientée  ⏎ - Bougie avec mèche + bougie de confirmation sur le dernier plus haut
1027,messages.html,2023-03-29T07:37:44+00:00,1024,,✔️Je reprend une position vendeuse sur le FRA40 afin de niveler le niveau d’entrée 7128 ⏎  ⏎ 👉🏼Je garde les mêmes TP et SL
1029,messages.html,2023-03-29T07:48:30+00:00,1028,,Analyse H4 :  ⏎ - Tendance baissière parfaitement dessinée  ⏎ - Validation d’un biseau ascendant  ⏎ - Moyenne mobile exponentielle 200 en résistance  ⏎ - Retour sur le dernier plus haut de la tendance baissière avec présence de liquidités pour impulser un nouveau mouvement  ⏎ - Cassure du dernier plus bas de la tendance haussière court terme  ⏎ - Baisse décroissante des volumes  ⏎ - Zone de liquidités à aller c
1030,messages.html,2023-03-29T10:39:04+00:00,1024,,❌SL sur FRA40
1032,messages.html,2023-03-30T10:12:52+00:00,1031,,Analyse H4 :  ⏎ - Tendance baissière parfaitement dessinée  ⏎ - Validation d’un biseau ascendant  ⏎ - Moyenne mobile exponentielle 200 en résistance  ⏎ - Retour sur le dernier plus haut de la tendance baissière avec présence de liquidités pour impulser un nouveau mouvement  ⏎ - Cassure du dernier plus bas de la tendance haussière court terme  ⏎ - Baisse décroissante des volumes  ⏎ - Zone de liquidités à aller c
1033,messages.html,2023-03-30T10:20:27+00:00,1019,tp1,✅Le TP1 avait été touché sur AUD/CAD  ⏎  ⏎ 👉🏼J’encaisse 20% de la position au niveau du TP1
1034,messages.html,2023-03-30T15:35:54+00:00,1031,tp1|breakeven,"✅TP1 a été touché sur AUD/USD, j’encaisse 50% et place mon SL au point d’entrée"
1036,messages.html,2023-03-30T15:43:04+00:00,1035,,Analyse M30 :  ⏎ - Tendance haussière avec création de plus haut de plus en plus haut et plus bas de plus en plus haut  ⏎ - Cassure de trendline  ⏎ - Moyenne mobile exponentielle 200 en support  ⏎ - Hausse des volumes  ⏎  ⏎ Analyse M15 :  ⏎ - Retour sur une zone de demande (dernier plus bas de la tendance haussière court terme) avec bougie présentant une mèche intéressante  ⏎ - Moyenne mobile exponentielle 200 en
1037,messages.html,2023-03-30T16:09:13+00:00,1035,,✅TP1 sur le Gold  ⏎  ⏎ 👉🏼J’encaisse 20% de la position 🔥
1038,messages2.html,2023-03-30T17:05:14+00:00,,breakeven|closed,✅TP2 sur le Gold 🔥 ⏎  ⏎ 👉🏼Je sors 50% de la position et place mon SL au point d’entrée
1039,messages2.html,2023-03-30T17:42:55+00:00,1038,closed,✅TP3 sur le Gold 🔥 ⏎  ⏎ Je sors 100% de ma position
1042,messages2.html,2023-03-31T14:45:00+00:00,1041,,Analyse H1 :  ⏎ - Prise de liquidité au-dessus de la zone de résistance avec fausse cassure  ⏎ - Divergence RSI validée  ⏎  ⏎ Analyse M15 :  ⏎ - Création d’une structure baissière avec présence de plus bas et plus haut de plus en plus bas  ⏎ - Retour sur le dernier plus haut de la potentielle nouvelle tendance baissière court terme
1045,messages2.html,2023-04-03T10:54:07+00:00,1044,tp1|breakeven,✅TP1 a été touché  ⏎  ⏎ Comme d’habitude j’ai encaissé 50% de la position et placé le SL au point d’entrée 👉🏼Sorti BE
1046,messages2.html,2023-04-03T10:54:51+00:00,1041,tp2|breakeven,✅TP2 a été touché  ⏎  ⏎ Idem 50% de position a été encaissée et le SL placé au point d’entrée
1050,messages2.html,2023-04-03T14:53:33+00:00,1048,,👉🏼Je garde ma position position avec un SL à 13160
1051,messages2.html,2023-04-03T17:48:17+00:00,1048,tp2|breakeven,✅TP2 a été touché  ⏎  ⏎ 👉🏼J’encaisse 50% et place le SL au point d’entrée 🔥
1052,messages2.html,2023-04-03T22:30:51+00:00,1051,breakeven,👉🏼Sorti au point d’entrée sur le Nasdaq100 suite au TP2
1053,messages2.html,2023-04-03T22:31:23+00:00,1046,tp3,✅TP3 touché sur la première position BTC/USDT 🔥
1055,messages2.html,2023-04-04T13:19:24+00:00,1054,,Analyse H4 :  ⏎ - Zone de résistance avec présence de liquidités  ⏎ - Baisse décroissante des volumes  ⏎  ⏎ Analyse H1 :  ⏎ - Cassure d’une trendline haussière partant des plus bas  ⏎ - Cassure du dernier plus bas de la tendance haussière  ⏎  ⏎ Analyse M30 :  ⏎ - Retour sur le dernier plus haut de la potentielle tendance baissière à venir ⏎  ⏎ Analyse M5 :  ⏎ - Cassure de dernier plus bas de la tendance haussière court t
1057,messages2.html,2023-04-04T15:11:06+00:00,1054,tp1|closed,✅TP1 touché sur EUR/JPY  ⏎  ⏎ 👉🏼Je sors 20% de ma position
1058,messages2.html,2023-04-04T15:11:42+00:00,1056,,✔️Je renforce ma position sur USD/CHF en gardant les mêmes TP et SL
1059,messages2.html,2023-04-04T15:52:38+00:00,1058,,❌SL sur USD/CHF
1061,messages2.html,2023-04-05T12:33:12+00:00,1054,breakeven,✅TP2 sur EUR/JPY 🔥 ⏎  ⏎ J’encaisse 50% de la position et place le SL au point d’entrée
1063,messages2.html,2023-04-05T16:33:04+00:00,1054,tp3,✅TP3 touché sur EUR/JPY 🔥
1066,messages2.html,2023-04-06T13:50:06+00:00,1065,,"Analyse journalière :  ⏎ - Cassure de la trendline partant des plus hauts  ⏎ - Cassure d’une zone de résistance sur le RSI  ⏎ - Hausse volumes  ⏎  ⏎ Analyse H4 :  ⏎ RAS, prochaine zone de résistance (=dernier plus haut de la tendance baissière précédente) au niveau 82,650 ⏎  ⏎ Analyse H1 :  ⏎ - Cassure d’une trendline sur le RSI  ⏎ - Création d’un nouveau plus haut  ⏎  ⏎ Analyse M15 :  ⏎ - Cassure d’un biseau descendant  ⏎ -"
1070,messages2.html,2023-04-06T15:06:34+00:00,1069,,Analyse H1 :  ⏎ - Mouvement impulsif à la baisse à l’approche de la résistance des 28650 ⏎ - Cassure de trendline  ⏎ - Création d’une tendance baissière avec plus haut et plus bas de plus en plus bas  ⏎  ⏎ Analyse M30 :  ⏎ - Validation en cours d’un triangle descendant  ⏎ - Trendline supérieur du triangle en résistance avec bougie de retournement à la baisse  ⏎  ⏎ Analyse M5 :  ⏎ - Retour au niveau du plus haut de la
1071,messages2.html,2023-04-06T16:02:42+00:00,1065,,✔️Je reprend la même position sur le pétrole après un excès sur une mèche
1072,messages2.html,2023-04-06T16:44:53+00:00,1069,,❌SL sur BTC/USDT
1074,messages2.html,2023-04-06T17:35:37+00:00,1073,tp1,✅TP1 touché sur le Nasdaq
1075,messages2.html,2023-04-06T19:20:36+00:00,1073,,✅TP2 sur le Nasdaq 🔥
1078,messages2.html,2023-04-07T13:46:19+00:00,1077,,Analyse journalière :  ⏎ - Zone de résistance  ⏎  ⏎ Analyse H4 :  ⏎ - Cassure du dernier plus bas de la tendance haussière précédente  ⏎  ⏎ Analyse H1 :  ⏎ - Retour sur le dernier plus haut de la potentielle tendance à venir  ⏎ - Création d’un nouveau plus bas  ⏎ - Cassure de la trendline partant des plus bas  ⏎ - Bougie pleine agressive en cours ⏎  ⏎ Analyse M30 :  ⏎ - Potentielle cassure la moyenne mobile exponentielle 2
1080,messages2.html,2023-04-10T15:34:59+00:00,1077,tp1|closed,✅Le TP1 avait été touché sur GBP/CAD 🔥 ⏎  ⏎ 👉🏼Je sors 20% de la position comme d’habitude
1082,messages2.html,2023-04-11T12:49:30+00:00,1081,closed,Analyse M30 :  ⏎ - Création d’une tendance haussière avec présence de plus haut et de plus bas de plus en plus haut  ⏎ - Retour sur une zone support (précèdent plus bas) avec une réaction intéressante  ⏎ - Moyenne mobile exponentielle 200 en support dynamique  ⏎ - Hausse des volumes sur le support avec bougie pleine clôturée pour rentrer en position
1085,messages2.html,2023-04-11T14:59:34+00:00,1084,,Analyse H4 :  ⏎ - Tendance de fond haussière  ⏎ - Cassure d’une trendline baissière sur le RSI  ⏎  ⏎ Analyse M30 :  ⏎ - Cassure du dernier plus haut de la tendance baissière court terme  ⏎ - Moyenne mobile exponentielle 200 en support dynamique  ⏎  ⏎ Analyse M15 :  ⏎ - Retour sur le dernier plus bas de la tendance haussière très court terme nouvellement formée  ⏎ - Réaction intéressante avec bougie présentant une mèc
1088,messages2.html,2023-04-11T15:18:17+00:00,1083,breakeven|closed,✅TP1 sur le Nasdaq  ⏎  ⏎ 👉🏼Je clôture 50% de la position et place mon SL au point d’entrée
1089,messages2.html,2023-04-11T16:26:45+00:00,1084,tp1|breakeven|closed,✅TP1 touché sur le Gold ⏎  ⏎ Je sors 50% de la position et place le SL au point d’entrée
1090,messages2.html,2023-04-12T08:32:05+00:00,1089,,✅TP2 sur le Gold 🔥
1094,messages2.html,2023-04-12T15:27:58+00:00,1077,breakeven|closed,✅Je sors du GBP/CAD proche du point d’entrée après avoir encaissé 20% au TP1
1095,messages2.html,2023-04-12T15:39:23+00:00,1092,tp1|breakeven,✅TP1 a été touché au point près donc SL placé au point d’entrée  ⏎  ⏎ 👉🏼50% de la position à été encaissé  ⏎  ⏎ 👉🏼Repris break even
1097,messages2.html,2023-04-12T15:55:38+00:00,1096,,❌SL sur le Nasdaq
1099,messages2.html,2023-04-12T16:23:22+00:00,1098,closed,Analyse H1 :  ⏎ - Bougie englobante baissière clôturée  ⏎ - Retour sur le dernier plus haut de la potentielle tendance baissière à venir  ⏎  ⏎ Analyse M15 :  ⏎ - Cassure du dernier plus bas au sein de la tendance haussière  ⏎ - Retour sur le dernier plus haut avec mèche importante  ⏎ - Cassure d’une trendline avec pullback en cours  ⏎  ⏎ Analyse M5 :  ⏎ - Création d’un nouveau plus bas pouvant enclencher une potentie
1101,messages2.html,2023-04-13T11:43:19+00:00,1100,,Analyse M30 :  ⏎ - Structure baissière parfaitement dessinée avec présence de plus bas et de plus haut de plus en plus bas  ⏎ - Cassure de la moyenne mobile exponentielle 200 ⏎ - Prise de liquidités au-dessus d’une trendline baissière (fausse cassure) ⏎  ⏎ Analyse M15 :  ⏎ - Création d’un nouveau plus bas suite à un rebond haussier au sein de la tendance baissière  ⏎  ⏎ + Ensemble de l’analyse précédente sur GBP/
1102,messages2.html,2023-04-13T15:38:43+00:00,1100,closed,✅TP1 🔥 ⏎  ⏎ Je sors 20% de ma position
1104,messages2.html,2023-04-13T15:52:22+00:00,1103,closed,Je sors du BTC
1106,messages2.html,2023-04-13T16:03:37+00:00,1105,,"Analyse M5 :  ⏎ - Tendance haussière fortement dessinée ⏎ - Aucun signal de retournement  ⏎ - Bougies avec mèches intéressantes sur le niveau 0,382 du retracement de Fibonacci de la dernière vague de hausse"
1107,messages2.html,2023-04-13T17:09:45+00:00,1105,tp1|breakeven|closed,✅TP1 touché 🔥 ⏎  ⏎ 👉🏼Je sors 50% de ma position et place mon SL au point d’entrée
1108,messages2.html,2023-04-13T19:26:59+00:00,1105,closed,✅Je sors à l’approche du TP2 🔥
1109,messages2.html,2023-04-14T08:19:35+00:00,1100,breakeven,✅J’encaisse 50% de ma position et place mon SL au point d’entrée à l’approche du TP2 ✔️
1111,messages2.html,2023-04-14T14:30:04+00:00,1110,,Analyse M30 :  ⏎ - Prise de liquidités au-dessus d’une zone de résistance  ⏎ - Cassure d’une trendline sur le RSI  ⏎ - Cassure d’une trendline  ⏎ - Épaule-tête-épaule validée  ⏎ - Bougie avec mèche intéressante sur la ligne de cou  ⏎  ⏎ 👉🏼Plus l’ensemble des arguments sur le trade moyen terme toujours en cours sur AUD/CAD
1112,messages2.html,2023-04-14T15:11:15+00:00,1110,breakeven,🎯La paire AUD/CAD est partie à la baisse sans toucher notre point d’entrée
1114,messages2.html,2023-04-14T15:53:25+00:00,1113,,Analyse M15 :  ⏎ - Création d’une structure haussière cohérente avec respect des points hauts et des points bas  ⏎ - Hausse des volumes importantes  ⏎ - Zone de liquidités à aller chercher à la hausse  ⏎  ⏎ Analyse M5 :  ⏎ - Retour sur une zone de support intéressante avec réaction du prix (bougie avec mèche M15)
1115,messages2.html,2023-04-14T20:08:01+00:00,1100,,✅TP3 sur GBP/CAD 🔥
1116,messages2.html,2023-04-14T20:08:21+00:00,1113,breakeven|closed,✔️Je sors au point d’entrée avant le week-end sur EUR/CHF
1117,messages2.html,2023-04-14T20:10:34+00:00,,breakeven|closed,✅TP2 sur AUD/CAD 🔥 ⏎  ⏎ Je sors 50% de la position et place le SL au point d’entrée
1126,messages2.html,2023-04-17T15:43:41+00:00,1124,tp3,🥳TP3 sur Nasdaq100 ✅🔥
1129,messages2.html,2023-04-18T13:36:18+00:00,1128,,"Analyse journalière :  ⏎ - Cassure de la trendline partant des plus hauts  ⏎ - Hausse des volumes sur cassure  ⏎ - Moyenne mobile exponentielle 50 en support dynamique  ⏎ - Zone de liquidités à aller chercher à la hausse  ⏎  ⏎ 👉🏼Le graphique BTC Dominance devrait s’orienter à la baisse sur une résistance importante, les altcoins pourraient en profiter."
1131,messages2.html,2023-04-18T15:26:45+00:00,1130,,❌SL sur le Nasdaq
1133,messages2.html,2023-04-18T15:40:16+00:00,1132,,"Analyse H4 :  ⏎ - Tendance haussière bien dessinée  ⏎ - Moyenne mobile exponentielle 200 bien orientée à la hausse  ⏎ - Retour sur le niveau 0,382 du retracement de Fibonacci de la dernière vague de hausse  ⏎  ⏎ Analyse M30 :  ⏎ - Prise de liquidités sous un précédent plus bas  ⏎ - Création d’un nouveau plus haut avec hausse des volumes  ⏎ - Zone de liquidités à aller chercher à la hausse (au-dessus du double top"
1135,messages2.html,2023-04-19T13:02:32+00:00,1134,,Analyse H1 : ⏎ - Création d’un nouveau plus bas pouvant induire un repli baissier au sein de la tendance haussière (cf. Flèche)  ⏎ - Prise de liquidités au-dessus d’un plus haut (cf. $)  ⏎ - Bougie impulsive à la baisse sur le dernier plus haut de la potentielle nouvelle tendance baissière à venir  ⏎  ⏎ Analyse M5 :  ⏎ - Création d’un structure baissière avec présence d’un nouveau plus bas
1136,messages2.html,2023-04-19T13:03:30+00:00,1132,tp1|breakeven,"✅Le TP1 avait été touché, 50% de la position encaissée et déplacement du SL au point d’entrée  ⏎  ⏎ 👉🏼Repris Break Even"
1138,messages2.html,2023-04-19T13:10:15+00:00,1132,,✅Je reprends la même position sur EUR/AUD avec les mêmes TP et le même SL  ⏎  ⏎ 👉🏼Analyse toujours valide ⏎  ⏎ + Nouvelle porte d’entrée possible avec retour sur le dernier plus bas de la tendance haussière en cours (M15)  ⏎ + Création d’un nouveau plus haut en M1
1140,messages2.html,2023-04-19T15:47:03+00:00,1139,,Analyse journalière :  ⏎ - Tendance haussière clairement définie  ⏎  ⏎ Analyse H1 :  ⏎ - Retour sur le dernier plus bas de la tendance haussière en cours (cf. Zone de support flèche rouge ) ⏎ - RSI en survente  ⏎  ⏎ Analyse M5 :  ⏎ - Création d’un nouveau plus haut au sein de la tendance baissière court terme (cf.  Flèche noire)  ⏎ - Retour sur le dernier plus bas de la potentielle nouvelle tendance haussière à ven
1141,messages2.html,2023-04-19T16:08:08+00:00,1139,breakeven|closed,✅TP1 je sors 50% de la position et place mon SL au point d’entrée 🔥
1142,messages2.html,2023-04-19T18:39:02+00:00,1139,closed,✔️Je sors 100% de ma position sur le Nasdaq ✅ ⏎  ⏎ +100 points 🔥
1143,messages2.html,2023-04-20T00:23:53+00:00,1134,,❌SL sur GBP/NZD
1144,messages2.html,2023-04-20T00:24:34+00:00,1138,breakeven|closed,✅TP1 sur EUR/AUD  ⏎  ⏎ Je sors 50% de la position et place le SL au point d’entrée
1147,messages2.html,2023-04-20T15:16:30+00:00,1146,tp1|breakeven|closed,✅TP1 touché 🔥 ⏎  ⏎ Je sors 50% de la position et place mon SL au point d’entrée
1149,messages2.html,2023-04-20T17:20:44+00:00,1148,,"Analyse H1 :  ⏎ - Cassure du dernier plus bas de la tendance haussière court terme  ⏎  ⏎ Analyse M30 :  ⏎ - Retour sur les 0,618 du retracement de Fibonacci de la dernière vague baissière  ⏎  ⏎ Analyse M1 :  ⏎ - Création d’une structure baissière avec présence d’un nouveau plus bas  ⏎ - Retour sur les derniers points hauts permettant d’offrir un R/R intéressant pour prendre position"
1150,messages2.html,2023-04-20T17:48:55+00:00,1148,,❌SL sur Nasdaq100
1152,messages2.html,2023-04-20T17:54:17+00:00,1151,,Analyse M3 :  ⏎ - Invalidation du scénario baissier avec création d’un nouveau plus haut ⏎ - Validation d’une figure en tasse avec anse  ⏎ - Pullback de qualité sur le dernier plus haut avec bougie pleine  ⏎ - Moyenne mobile exponentielle 50 orientée parfaitement à la hausse
1153,messages2.html,2023-04-20T18:00:36+00:00,1151,breakeven|closed,✅TP1 sur le Nasdaq 🔥 ⏎  ⏎ Je sors 50% de la position et place le TP au point d’entrée
1154,messages2.html,2023-04-20T18:26:24+00:00,1152,,✅TP2 sur le Nasdaq100 🔥🥳
